date,title,body,link,classification_result,user_agreement,disagreement_reason
2024-03-12 10:22:02.843301,Kate’s photo should have quelled the rumors. Editing it has done exactly the opposite,"London
CNN
 — 
The image of a smiling Catherine, Princess of Wales, flanked by her three children, should have put a stop to the explosion of speculation over her health and whereabouts. Instead, it triggered a whole new controversy for Britain’s royal family after multiple global news agencies recalled the image from circulation hours later, citing manipulation concerns.

The photograph was released by Kensington Palace early Sunday on the couple’s official social media accounts, to mark Mother’s Day in the United Kingdom. As is standard practice for official UK royal photographs, it was also released concurrently to news and photo agencies for distribution.

It showed Kate surrounded by Prince George, Princess Charlotte and Prince Louis relaxed and laughing – perhaps sparked by something from Prince William, who was credited with taking the photo.",https://edition.cnn.com/2024/03/11/uk/kate-royal-photograph-edited-intl-gbr/index.html,fake news,Yes,
